"state","county","year","party","candidate","votes","pct"
"IL","McDonough",2012,"LIB","Gary Johnson",201,1.6
"IL","McDonough",2012,"OTH","Other",139,1.1
"IL","McHenry",2012,"REP","Mitt Romney",71488,53.5
"IL","McHenry",2012,"DEM","Barack Obama",59691,44.7
"IL","McHenry",2012,"LIB","Gary Johnson",1678,1.3
"IL","McHenry",2012,"OTH","Other",732,0.5
"IL","McLean",2012,"REP","Mitt Romney",39638,54.5
"IL","McLean",2012,"DEM","Barack Obama",31590,43.4
"IL","McLean",2012,"LIB","Gary Johnson",1049,1.4
"IL","McLean",2012,"OTH","Other",479,0.7
"IL","Menard",2012,"REP","Mitt Romney",3944,64.2
"IL","Menard",2012,"DEM","Barack Obama",2095,34.1
"IL","Menard",2012,"LIB","Gary Johnson",67,1.1
"IL","Menard",2012,"OTH","Other",36,0.6
"IL","Mercer",2012,"DEM","Barack Obama",4503,52.8
"IL","Mercer",2012,"REP","Mitt Romney",3874,45.4
"IL","Mercer",2012,"LIB","Gary Johnson",108,1.3
"IL","Mercer",2012,"OTH","Other",40,0.5
"IL","Monroe",2012,"REP","Mitt Romney",10879,62.5
"IL","Monroe",2012,"DEM","Barack Obama",6205,35.6
"IL","Monroe",2012,"LIB","Gary Johnson",231,1.3
"IL","Monroe",2012,"OTH","Other",92,0.5
"IL","Montgomery",2012,"REP","Mitt Romney",6771,55.9
"IL","Montgomery",2012,"DEM","Barack Obama",5053,41.7
"IL","Montgomery",2012,"LIB","Gary Johnson",190,1.6
"IL","Montgomery",2012,"OTH","Other",106,0.9
"IL","Morgan",2012,"REP","Mitt Romney",7962,56.6
"IL","Morgan",2012,"DEM","Barack Obama",5792,41.2
"IL","Morgan",2012,"LIB","Gary Johnson",205,1.5
"IL","Morgan",2012,"OTH","Other",112,0.8
"IL","Moultrie",2012,"REP","Mitt Romney",3781,62.5
"IL","Moultrie",2012,"DEM","Barack Obama",2142,35.4
"IL","Moultrie",2012,"LIB","Gary Johnson",81,1.3
"IL","Moultrie",2012,"OTH","Other",48,0.8
"IL","Ogle",2012,"REP","Mitt Romney",13409,57.4
"IL","Ogle",2012,"DEM","Barack Obama",9504,40.7
"IL","Ogle",2012,"LIB","Gary Johnson",312,1.3
"IL","Ogle",2012,"OTH","Other",117,0.5
"IL","Peoria",2012,"DEM","Barack Obama",40050,51.3
"IL","Peoria",2012,"REP","Mitt Romney",36617,46.9
"IL","Peoria",2012,"LIB","Gary Johnson",915,1.2
"IL","Peoria",2012,"OTH","Other",478,0.6
"IL","Perry",2012,"REP","Mitt Romney",5497,57.7
"IL","Perry",2012,"DEM","Barack Obama",3813,40
"IL","Perry",2012,"LIB","Gary Johnson",118,1.2
"IL","Perry",2012,"OTH","Other",105,1.1
"IL","Piatt",2012,"REP","Mitt Romney",5412,62.2
"IL","Piatt",2012,"DEM","Barack Obama",3081,35.4
"IL","Piatt",2012,"LIB","Gary Johnson",141,1.6
"IL","Piatt",2012,"OTH","Other",63,0.7
"IL","Pike",2012,"REP","Mitt Romney",4853,66.7
"IL","Pike",2012,"DEM","Barack Obama",2276,31.3
"IL","Pike",2012,"LIB","Gary Johnson",90,1.2
"IL","Pike",2012,"OTH","Other",56,0.8
"IL","Pope",2012,"REP","Mitt Romney",1511,68.1
"IL","Pope",2012,"DEM","Barack Obama",649,29.2
"IL","Pope",2012,"LIB","Gary Johnson",34,1.5
"IL","Pope",2012,"OTH","Other",25,1.1
"IL","Pulaski",2012,"REP","Mitt Romney",1562,52
"IL","Pulaski",2012,"DEM","Barack Obama",1389,46.3
"IL","Pulaski",2012,"LIB","Gary Johnson",31,1
"IL","Pulaski",2012,"OTH","Other",19,0.6
"IL","Putnam",2012,"DEM","Barack Obama",1558,49.7
"IL","Putnam",2012,"REP","Mitt Romney",1500,47.9
"IL","Putnam",2012,"LIB","Gary Johnson",40,1.3
"IL","Putnam",2012,"OTH","Other",34,1.1
"IL","Randolph",2012,"REP","Mitt Romney",8284,57.6
"IL","Randolph",2012,"DEM","Barack Obama",5753,40
"IL","Randolph",2012,"LIB","Gary Johnson",227,1.6
"IL","Randolph",2012,"OTH","Other",116,0.8
"IL","Richland",2012,"REP","Mitt Romney",4750,65.3
"IL","Richland",2012,"DEM","Barack Obama",2360,32.4
"IL","Richland",2012,"LIB","Gary Johnson",130,1.8
"IL","Richland",2012,"OTH","Other",34,0.5
"IL","Rock Island",2012,"DEM","Barack Obama",39081,60.2
"IL","Rock Island",2012,"REP","Mitt Romney",24888,38.4
"IL","Rock Island",2012,"LIB","Gary Johnson",647,1
"IL","Rock Island",2012,"OTH","Other",264,0.4
"IL","Saline",2012,"REP","Mitt Romney",6803,63.5
"IL","Saline",2012,"DEM","Barack Obama",3697,34.5
"IL","Saline",2012,"LIB","Gary Johnson",126,1.2
"IL","Saline",2012,"OTH","Other",87,0.8
"IL","Sangamon",2012,"REP","Mitt Romney",50131,53.3
"IL","Sangamon",2012,"DEM","Barack Obama",41961,44.6
"IL","Sangamon",2012,"LIB","Gary Johnson",1277,1.4
"IL","Sangamon",2012,"OTH","Other",663,0.7
"IL","Schuyler",2012,"REP","Mitt Romney",2062,53.1
"IL","Schuyler",2012,"DEM","Barack Obama",1726,44.5
"IL","Schuyler",2012,"LIB","Gary Johnson",62,1.6
"IL","Schuyler",2012,"OTH","Other",32,0.8
"IL","Scott",2012,"REP","Mitt Romney",1586,62.1
"IL","Scott",2012,"DEM","Barack Obama",910,35.6
"IL","Scott",2012,"LIB","Gary Johnson",32,1.3
"IL","Scott",2012,"OTH","Other",26,1
"IL","Shelby",2012,"REP","Mitt Romney",6837,65.8
"IL","Shelby",2012,"DEM","Barack Obama",3336,32.1
"IL","Shelby",2012,"LIB","Gary Johnson",143,1.4
"IL","Shelby",2012,"OTH","Other",67,0.6
"IL","St. Clair",2012,"DEM","Barack Obama",66749,56.4
"IL","St. Clair",2012,"REP","Mitt Romney",49610,41.9
"IL","St. Clair",2012,"LIB","Gary Johnson",1365,1.2
"IL","St. Clair",2012,"OTH","Other",655,0.6
"IL","Stark",2012,"REP","Mitt Romney",1527,57.4
"IL","Stark",2012,"DEM","Barack Obama",1095,41.1
"IL","Stark",2012,"LIB","Gary Johnson",26,1
"IL","Stark",2012,"OTH","Other",13,0.5
"IL","Stephenson",2012,"REP","Mitt Romney",8742,51.3
"IL","Stephenson",2012,"DEM","Barack Obama",7954,46.7
"IL","Stephenson",2012,"LIB","Gary Johnson",250,1.5
"IL","Stephenson",2012,"OTH","Other",83,0.5
"IL","Tazewell",2012,"REP","Mitt Romney",35266,57.9
"IL","Tazewell",2012,"DEM","Barack Obama",24385,40
"IL","Tazewell",2012,"LIB","Gary Johnson",884,1.5
"IL","Tazewell",2012,"OTH","Other",368,0.6
"IL","Union",2012,"REP","Mitt Romney",4951,59.8
"IL","Union",2012,"DEM","Barack Obama",3135,37.9
"IL","Union",2012,"LIB","Gary Johnson",99,1.2
"IL","Union",2012,"OTH","Other",89,1.1
"IL","Vermilion",2012,"REP","Mitt Romney",14888,56.9
"IL","Vermilion",2012,"DEM","Barack Obama",10773,41.2
"IL","Vermilion",2012,"LIB","Gary Johnson",336,1.3
"IL","Vermilion",2012,"OTH","Other",156,0.6
"IL","Wabash",2012,"REP","Mitt Romney",3473,67.7
"IL","Wabash",2012,"DEM","Barack Obama",1588,31
"IL","Wabash",2012,"LIB","Gary Johnson",47,0.9
"IL","Wabash",2012,"OTH","Other",19,0.4
"IL","Warren",2012,"DEM","Barack Obama",3893,52.1
"IL","Warren",2012,"REP","Mitt Romney",3460,46.3
"IL","Warren",2012,"LIB","Gary Johnson",82,1.1
"IL","Warren",2012,"OTH","Other",41,0.5
"IL","Washington",2012,"REP","Mitt Romney",4787,64.7
"IL","Washington",2012,"DEM","Barack Obama",2448,33.1
"IL","Washington",2012,"LIB","Gary Johnson",99,1.3
"IL","Washington",2012,"OTH","Other",64,0.9
"IL","Wayne",2012,"REP","Mitt Romney",5984,78
"IL","Wayne",2012,"DEM","Barack Obama",1514,19.7
"IL","Wayne",2012,"LIB","Gary Johnson",143,1.9
"IL","Wayne",2012,"OTH","Other",35,0.5
"IL","White",2012,"REP","Mitt Romney",4729,67
"IL","White",2012,"DEM","Barack Obama",2187,31
"IL","White",2012,"LIB","Gary Johnson",110,1.6
"IL","White",2012,"OTH","Other",33,0.5
"IL","Whiteside",2012,"DEM","Barack Obama",12393,57.7
"IL","Whiteside",2012,"REP","Mitt Romney",8676,40.4
"IL","Whiteside",2012,"LIB","Gary Johnson",312,1.5
"IL","Whiteside",2012,"OTH","Other",111,0.5
"IL","Will",2012,"DEM","Barack Obama",127522,51.1
"IL","Will",2012,"REP","Mitt Romney",118366,47.4
"IL","Will",2012,"LIB","Gary Johnson",2737,1.1
"IL","Will",2012,"OTH","Other",1083,0.4
"IL","Williamson",2012,"REP","Mitt Romney",17880,61.5
"IL","Williamson",2012,"DEM","Barack Obama",10622,36.5
"IL","Williamson",2012,"LIB","Gary Johnson",331,1.1
"IL","Williamson",2012,"OTH","Other",246,0.8
"IL","Winnebago",2012,"DEM","Barack Obama",60334,52
"IL","Winnebago",2012,"REP","Mitt Romney",53722,46.3
"IL","Winnebago",2012,"LIB","Gary Johnson",1430,1.2
"IL","Winnebago",2012,"OTH","Other",615,0.5
"IL","Woodford",2012,"REP","Mitt Romney",12947,68.7
"IL","Woodford",2012,"DEM","Barack Obama",5564,29.5
"IL","Woodford",2012,"LIB","Gary Johnson",226,1.2
"IN","Adams",2012,"REP","Mitt Romney",8936,68.7
"IN","Adams",2012,"DEM","Barack Obama",3800,29.2
"IN","Adams",2012,"LIB","Gary Johnson",262,2
"IN","Adams",2012,"OTH","Other",NA,NA
"IN","Allen",2012,"REP","Mitt Romney",84378,57.6
"IN","Allen",2012,"DEM","Barack Obama",59834,40.9
"IN","Allen",2012,"LIB","Gary Johnson",2193,1.5
"IN","Allen",2012,"OTH","Other",NA,NA
"IN","Bartholomew",2012,"REP","Mitt Romney",18083,61.7
"IN","Bartholomew",2012,"DEM","Barack Obama",10622,36.2
"IN","Bartholomew",2012,"LIB","Gary Johnson",608,2.1
"IN","Bartholomew",2012,"OTH","Other",NA,NA
"IN","Benton",2012,"REP","Mitt Romney",2329,65.1
"IN","Benton",2012,"DEM","Barack Obama",1159,32.4
"IN","Benton",2012,"LIB","Gary Johnson",89,2.5
"IN","Benton",2012,"OTH","Other",NA,NA
"IN","Blackford",2012,"REP","Mitt Romney",2710,57.2
"IN","Blackford",2012,"DEM","Barack Obama",1927,40.7
"IN","Blackford",2012,"LIB","Gary Johnson",103,2.2
"IN","Blackford",2012,"OTH","Other",NA,NA
"IN","Boone",2012,"REP","Mitt Romney",18807,67.8
"IN","Boone",2012,"DEM","Barack Obama",8326,30
"IN","Boone",2012,"LIB","Gary Johnson",592,2.1
"IN","Boone",2012,"OTH","Other",NA,NA
"IN","Brown",2012,"REP","Mitt Romney",4330,57
"IN","Brown",2012,"DEM","Barack Obama",3056,40.3
"IN","Brown",2012,"LIB","Gary Johnson",204,2.7
"IN","Brown",2012,"OTH","Other",NA,NA
"IN","Carroll",2012,"REP","Mitt Romney",4993,64.1
"IN","Carroll",2012,"DEM","Barack Obama",2631,33.8
"IN","Carroll",2012,"LIB","Gary Johnson",169,2.2
"IN","Carroll",2012,"OTH","Other",NA,NA
"IN","Cass",2012,"REP","Mitt Romney",8432,59.6
"IN","Cass",2012,"DEM","Barack Obama",5365,38
"IN","Cass",2012,"LIB","Gary Johnson",340,2.4
"IN","Cass",2012,"OTH","Other",NA,NA
"IN","Clark",2012,"REP","Mitt Romney",25422,54
"IN","Clark",2012,"DEM","Barack Obama",20775,44.1
"IN","Clark",2012,"LIB","Gary Johnson",865,1.8
"IN","Clark",2012,"OTH","Other",NA,NA
"IN","Clay",2012,"REP","Mitt Romney",7065,64.7
"IN","Clay",2012,"DEM","Barack Obama",3630,33.2
"IN","Clay",2012,"LIB","Gary Johnson",227,2.1
"IN","Clay",2012,"OTH","Other",NA,NA
"IN","Clinton",2012,"REP","Mitt Romney",6338,64.2
"IN","Clinton",2012,"DEM","Barack Obama",3307,33.5
"IN","Clinton",2012,"LIB","Gary Johnson",234,2.4
"IN","Clinton",2012,"OTH","Other",NA,NA
"IN","Crawford",2012,"REP","Mitt Romney",2418,52.7
"IN","Crawford",2012,"DEM","Barack Obama",2040,44.5
"IN","Crawford",2012,"LIB","Gary Johnson",128,2.8
"IN","Crawford",2012,"OTH","Other",NA,NA
"IN","Daviess",2012,"REP","Mitt Romney",7638,74.5
"IN","Daviess",2012,"DEM","Barack Obama",2437,23.8
"IN","Daviess",2012,"LIB","Gary Johnson",171,1.7
"IN","Daviess",2012,"OTH","Other",NA,NA
"IN","Dearborn",2012,"REP","Mitt Romney",15391,68.9
"IN","Dearborn",2012,"DEM","Barack Obama",6527,29.2
"IN","Dearborn",2012,"LIB","Gary Johnson",434,1.9
"IN","Dearborn",2012,"OTH","Other",NA,NA
"IN","Decatur",2012,"REP","Mitt Romney",7119,69.1
"IN","Decatur",2012,"DEM","Barack Obama",2941,28.5
"IN","Decatur",2012,"LIB","Gary Johnson",243,2.4
"IN","Decatur",2012,"OTH","Other",NA,NA
"IN","DeKalb",2012,"REP","Mitt Romney",10586,64.9
"IN","DeKalb",2012,"DEM","Barack Obama",5419,33.2
"IN","DeKalb",2012,"LIB","Gary Johnson",309,1.9
"IN","DeKalb",2012,"OTH","Other",NA,NA
"IN","Delaware",2012,"DEM","Barack Obama",22630,50.4
"IN","Delaware",2012,"REP","Mitt Romney",21231,47.3
"IN","Delaware",2012,"LIB","Gary Johnson",1063,2.4
"IN","Delaware",2012,"OTH","Other",NA,NA
"IN","Dubois",2012,"REP","Mitt Romney",11654,62.9
"IN","Dubois",2012,"DEM","Barack Obama",6522,35.2
"IN","Dubois",2012,"LIB","Gary Johnson",366,2
"IN","Dubois",2012,"OTH","Other",NA,NA
"IN","Elkhart",2012,"REP","Mitt Romney",42348,62.5
"IN","Elkhart",2012,"DEM","Barack Obama",24376,36
"IN","Elkhart",2012,"LIB","Gary Johnson",1044,1.5
"IN","Elkhart",2012,"OTH","Other",NA,NA
"IN","Fayette",2012,"REP","Mitt Romney",5044,57.2
"IN","Fayette",2012,"DEM","Barack Obama",3553,40.3
"IN","Fayette",2012,"LIB","Gary Johnson",219,2.5
"IN","Fayette",2012,"OTH","Other",NA,NA
"IN","Floyd",2012,"REP","Mitt Romney",19868,56.3
"IN","Floyd",2012,"DEM","Barack Obama",14805,42
"IN","Floyd",2012,"LIB","Gary Johnson",610,1.7
"IN","Floyd",2012,"OTH","Other",NA,NA
"IN","Fountain",2012,"REP","Mitt Romney",4660,65.6
"IN","Fountain",2012,"DEM","Barack Obama",2233,31.4
"IN","Fountain",2012,"LIB","Gary Johnson",210,3
"IN","Fountain",2012,"OTH","Other",NA,NA
"IN","Franklin",2012,"REP","Mitt Romney",7421,70.3
"IN","Franklin",2012,"DEM","Barack Obama",2907,27.6
"IN","Franklin",2012,"LIB","Gary Johnson",221,2.1
"IN","Franklin",2012,"OTH","Other",NA,NA
"IN","Fulton",2012,"REP","Mitt Romney",5315,65.5
"IN","Fulton",2012,"DEM","Barack Obama",2621,32.3
"IN","Fulton",2012,"LIB","Gary Johnson",184,2.3
"IN","Fulton",2012,"OTH","Other",NA,NA
"IN","Gibson",2012,"REP","Mitt Romney",9487,64.5
"IN","Gibson",2012,"DEM","Barack Obama",4928,33.5
"IN","Gibson",2012,"LIB","Gary Johnson",303,2.1
"IN","Gibson",2012,"OTH","Other",NA,NA
"IN","Grant",2012,"REP","Mitt Romney",15148,60
"IN","Grant",2012,"DEM","Barack Obama",9589,38
"IN","Grant",2012,"LIB","Gary Johnson",521,2.1
"IN","Grant",2012,"OTH","Other",NA,NA
"IN","Greene",2012,"REP","Mitt Romney",8457,64.6
"IN","Greene",2012,"DEM","Barack Obama",4340,33.1
"IN","Greene",2012,"LIB","Gary Johnson",304,2.3
"IN","Greene",2012,"OTH","Other",NA,NA
"IN","Hamilton",2012,"REP","Mitt Romney",90740,66.3
"IN","Hamilton",2012,"DEM","Barack Obama",43794,32
"IN","Hamilton",2012,"LIB","Gary Johnson",2269,1.7
"IN","Hamilton",2012,"OTH","Other",NA,NA
"IN","Hancock",2012,"REP","Mitt Romney",22750,69.4
"IN","Hancock",2012,"DEM","Barack Obama",9303,28.4
"IN","Hancock",2012,"LIB","Gary Johnson",705,2.2
"IN","Hancock",2012,"OTH","Other",NA,NA
"IN","Harrison",2012,"REP","Mitt Romney",10629,60.2
"IN","Harrison",2012,"DEM","Barack Obama",6600,37.4
"IN","Harrison",2012,"LIB","Gary Johnson",417,2.4
"IN","Harrison",2012,"OTH","Other",NA,NA
"IN","Hendricks",2012,"REP","Mitt Romney",44308,66.5
"IN","Hendricks",2012,"DEM","Barack Obama",21100,31.7
"IN","Hendricks",2012,"LIB","Gary Johnson",1182,1.8
"IN","Hendricks",2012,"OTH","Other",NA,NA
"IN","Henry",2012,"REP","Mitt Romney",10836,57
"IN","Henry",2012,"DEM","Barack Obama",7613,40.1
"IN","Henry",2012,"LIB","Gary Johnson",547,2.9
"IN","Henry",2012,"OTH","Other",NA,NA
"IN","Howard",2012,"REP","Mitt Romney",20284,56
"IN","Howard",2012,"DEM","Barack Obama",15097,41.7
"IN","Howard",2012,"LIB","Gary Johnson",813,2.2
"IN","Howard",2012,"OTH","Other",NA,NA
"IN","Huntington",2012,"REP","Mitt Romney",10862,69
"IN","Huntington",2012,"DEM","Barack Obama",4596,29.2
"IN","Huntington",2012,"LIB","Gary Johnson",295,1.9
"IN","Huntington",2012,"OTH","Other",NA,NA
"IN","Jackson",2012,"REP","Mitt Romney",10419,62.4
"IN","Jackson",2012,"DEM","Barack Obama",5838,34.9
"IN","Jackson",2012,"LIB","Gary Johnson",447,2.7
"IN","Jackson",2012,"OTH","Other",NA,NA
"IN","Jasper",2012,"REP","Mitt Romney",7955,61.7
"IN","Jasper",2012,"DEM","Barack Obama",4672,36.2
"IN","Jasper",2012,"LIB","Gary Johnson",264,2
"IN","Jasper",2012,"OTH","Other",NA,NA
"IN","Jay",2012,"REP","Mitt Romney",4643,58.8
"IN","Jay",2012,"DEM","Barack Obama",3063,38.8
"IN","Jay",2012,"LIB","Gary Johnson",191,2.4
"IN","Jay",2012,"OTH","Other",NA,NA
"IN","Jefferson",2012,"REP","Mitt Romney",7096,54.1
"IN","Jefferson",2012,"DEM","Barack Obama",5728,43.7
"IN","Jefferson",2012,"LIB","Gary Johnson",296,2.3
"IN","Jefferson",2012,"OTH","Other",NA,NA
"IN","Jennings",2012,"REP","Mitt Romney",6112,59.7
"IN","Jennings",2012,"DEM","Barack Obama",3818,37.3
"IN","Jennings",2012,"LIB","Gary Johnson",307,3
"IN","Jennings",2012,"OTH","Other",NA,NA
"IN","Johnson",2012,"REP","Mitt Romney",39136,68.2
"IN","Johnson",2012,"DEM","Barack Obama",17080,29.8
"IN","Johnson",2012,"LIB","Gary Johnson",1146,2
"IN","Johnson",2012,"OTH","Other",NA,NA
"IN","Knox",2012,"REP","Mitt Romney",9612,63.5
"IN","Knox",2012,"DEM","Barack Obama",5228,34.5
"IN","Knox",2012,"LIB","Gary Johnson",305,2
"IN","Knox",2012,"OTH","Other",NA,NA
"IN","Kosciusko",2012,"REP","Mitt Romney",22553,75.1
"IN","Kosciusko",2012,"DEM","Barack Obama",6862,22.8
"IN","Kosciusko",2012,"LIB","Gary Johnson",624,2.1
"IN","Kosciusko",2012,"OTH","Other",NA,NA
"IN","LaGrange",2012,"REP","Mitt Romney",6227,66.9
"IN","LaGrange",2012,"DEM","Barack Obama",2897,31.1
"IN","LaGrange",2012,"LIB","Gary Johnson",187,2
"IN","LaGrange",2012,"OTH","Other",NA,NA
"IN","Lake",2012,"DEM","Barack Obama",130824,64.9
"IN","Lake",2012,"REP","Mitt Romney",68397,33.9
"IN","Lake",2012,"LIB","Gary Johnson",2427,1.2
"IN","Lake",2012,"OTH","Other",NA,NA
"IN","LaPorte",2012,"DEM","Barack Obama",24104,55.2
"IN","LaPorte",2012,"REP","Mitt Romney",18609,42.6
"IN","LaPorte",2012,"LIB","Gary Johnson",944,2.2
"IN","LaPorte",2012,"OTH","Other",NA,NA
"IN","Lawrence",2012,"REP","Mitt Romney",11622,65.2
"IN","Lawrence",2012,"DEM","Barack Obama",5779,32.4
"IN","Lawrence",2012,"LIB","Gary Johnson",421,2.4
"IN","Lawrence",2012,"OTH","Other",NA,NA
"IN","Madison",2012,"REP","Mitt Romney",26755,51.1
"IN","Madison",2012,"DEM","Barack Obama",24404,46.6
"IN","Madison",2012,"LIB","Gary Johnson",1181,2.3
"IN","Madison",2012,"OTH","Other",NA,NA
"IN","Marion",2012,"DEM","Barack Obama",215474,60.2
"IN","Marion",2012,"REP","Mitt Romney",136131,38.1
"IN","Marion",2012,"LIB","Gary Johnson",6140,1.7
"IN","Marion",2012,"OTH","Other",NA,NA
"IN","Marshall",2012,"REP","Mitt Romney",11260,63.4
"IN","Marshall",2012,"DEM","Barack Obama",6136,34.6
"IN","Marshall",2012,"LIB","Gary Johnson",355,2
"IN","Marshall",2012,"OTH","Other",NA,NA
"IN","Martin",2012,"REP","Mitt Romney",3262,68.8
"IN","Martin",2012,"DEM","Barack Obama",1351,28.5
"IN","Martin",2012,"LIB","Gary Johnson",129,2.7
"IN","Martin",2012,"OTH","Other",NA,NA
"IN","Miami",2012,"REP","Mitt Romney",8163,64
"IN","Miami",2012,"DEM","Barack Obama",4220,33.1
"IN","Miami",2012,"LIB","Gary Johnson",375,2.9
"IN","Miami",2012,"OTH","Other",NA,NA
"IN","Monroe",2012,"DEM","Barack Obama",22885,56.9
"IN","Monroe",2012,"REP","Mitt Romney",16254,40.4
"IN","Monroe",2012,"LIB","Gary Johnson",1061,2.6
"IN","Monroe",2012,"OTH","Other",NA,NA
"IN","Montgomery",2012,"REP","Mitt Romney",9768,68.1
"IN","Montgomery",2012,"DEM","Barack Obama",4244,29.6
"IN","Montgomery",2012,"LIB","Gary Johnson",337,2.3
"IN","Montgomery",2012,"OTH","Other",NA,NA
"IN","Morgan",2012,"REP","Mitt Romney",19591,69.3
"IN","Morgan",2012,"DEM","Barack Obama",7969,28.2
"IN","Morgan",2012,"LIB","Gary Johnson",691,2.4
"IN","Morgan",2012,"OTH","Other",NA,NA
"IN","Newton",2012,"REP","Mitt Romney",3291,58.2
"IN","Newton",2012,"DEM","Barack Obama",2212,39.1
"IN","Newton",2012,"LIB","Gary Johnson",149,2.6
"IN","Newton",2012,"OTH","Other",NA,NA
"IN","Noble",2012,"REP","Mitt Romney",10680,65.7
"IN","Noble",2012,"DEM","Barack Obama",5229,32.2
"IN","Noble",2012,"LIB","Gary Johnson",335,2.1
"IN","Noble",2012,"OTH","Other",NA,NA
"IN","Ohio",2012,"REP","Mitt Romney",1757,62.5
"IN","Ohio",2012,"DEM","Barack Obama",992,35.3
"IN","Ohio",2012,"LIB","Gary Johnson",63,2.2
"IN","Ohio",2012,"OTH","Other",NA,NA
"IN","Orange",2012,"REP","Mitt Romney",4615,59.5
"IN","Orange",2012,"DEM","Barack Obama",2939,37.9
"IN","Orange",2012,"LIB","Gary Johnson",199,2.6
"IN","Orange",2012,"OTH","Other",NA,NA
"IN","Owen",2012,"REP","Mitt Romney",5062,62.4
"IN","Owen",2012,"DEM","Barack Obama",2823,34.8
"IN","Owen",2012,"LIB","Gary Johnson",222,2.7
"IN","Owen",2012,"OTH","Other",NA,NA
"IN","Parke",2012,"REP","Mitt Romney",4228,65
"IN","Parke",2012,"DEM","Barack Obama",2106,32.4
"IN","Parke",2012,"LIB","Gary Johnson",170,2.6
"IN","Parke",2012,"OTH","Other",NA,NA
"IN","Perry",2012,"DEM","Barack Obama",4314,54.8
"IN","Perry",2012,"REP","Mitt Romney",3403,43.3
"IN","Perry",2012,"LIB","Gary Johnson",149,1.9
"IN","Perry",2012,"OTH","Other",NA,NA
"IN","Pike",2012,"REP","Mitt Romney",3627,61.2
"IN","Pike",2012,"DEM","Barack Obama",2125,35.9
"IN","Pike",2012,"LIB","Gary Johnson",172,2.9
"IN","Pike",2012,"OTH","Other",NA,NA
"IN","Porter",2012,"DEM","Barack Obama",36950,51
"IN","Porter",2012,"REP","Mitt Romney",34197,47.2
"IN","Porter",2012,"LIB","Gary Johnson",1340,1.8
"IN","Porter",2012,"OTH","Other",NA,NA
"IN","Posey",2012,"REP","Mitt Romney",7427,60.8
"IN","Posey",2012,"DEM","Barack Obama",4531,37.1
"IN","Posey",2012,"LIB","Gary Johnson",258,2.1
"IN","Posey",2012,"OTH","Other",NA,NA
"IN","Pulaski",2012,"REP","Mitt Romney",3366,62.3
"IN","Pulaski",2012,"DEM","Barack Obama",1899,35.2
"IN","Pulaski",2012,"LIB","Gary Johnson",134,2.5
"IN","Pulaski",2012,"OTH","Other",NA,NA
"IN","Putnam",2012,"REP","Mitt Romney",9004,65.2
"IN","Putnam",2012,"DEM","Barack Obama",4504,32.6
"IN","Putnam",2012,"LIB","Gary Johnson",305,2.2
"IN","Putnam",2012,"OTH","Other",NA,NA
"IN","Randolph",2012,"REP","Mitt Romney",6218,61
"IN","Randolph",2012,"DEM","Barack Obama",3768,37
"IN","Randolph",2012,"LIB","Gary Johnson",202,2
"IN","Randolph",2012,"OTH","Other",NA,NA
"IN","Ripley",2012,"REP","Mitt Romney",7484,68.1
"IN","Ripley",2012,"DEM","Barack Obama",3241,29.5
"IN","Ripley",2012,"LIB","Gary Johnson",257,2.3
"IN","Ripley",2012,"OTH","Other",NA,NA
"IN","Rush",2012,"REP","Mitt Romney",4633,65.9
"IN","Rush",2012,"DEM","Barack Obama",2221,31.6
"IN","Rush",2012,"LIB","Gary Johnson",172,2.4
"IN","Rush",2012,"OTH","Other",NA,NA
"IN","Scott",2012,"REP","Mitt Romney",4539,52.1
"IN","Scott",2012,"DEM","Barack Obama",3998,45.9
"IN","Scott",2012,"LIB","Gary Johnson",179,2.1
"IN","Scott",2012,"OTH","Other",NA,NA
"IN","Shelby",2012,"REP","Mitt Romney",10972,65.5
"IN","Shelby",2012,"DEM","Barack Obama",5357,32
"IN","Shelby",2012,"LIB","Gary Johnson",414,2.5
"IN","Shelby",2012,"OTH","Other",NA,NA
"IN","Spencer",2012,"REP","Mitt Romney",5515,56.7
"IN","Spencer",2012,"DEM","Barack Obama",4026,41.4
"IN","Spencer",2012,"LIB","Gary Johnson",184,1.9
"IN","Spencer",2012,"OTH","Other",NA,NA
"IN","St. Joseph",2012,"DEM","Barack Obama",56458,51
"IN","St. Joseph",2012,"REP","Mitt Romney",52575,47.5
"IN","St. Joseph",2012,"LIB","Gary Johnson",1611,1.5
"IN","St. Joseph",2012,"OTH","Other",NA,NA
"IN","Starke",2012,"REP","Mitt Romney",4738,54.1
"IN","Starke",2012,"DEM","Barack Obama",3809,43.5
"IN","Starke",2012,"LIB","Gary Johnson",205,2.3
"IN","Starke",2012,"OTH","Other",NA,NA
"IN","Steuben",2012,"REP","Mitt Romney",8542,62.5
"IN","Steuben",2012,"DEM","Barack Obama",4846,35.4
"IN","Steuben",2012,"LIB","Gary Johnson",289,2.1
"IN","Steuben",2012,"OTH","Other",NA,NA
"IN","Sullivan",2012,"REP","Mitt Romney",4902,59.1
"IN","Sullivan",2012,"DEM","Barack Obama",3191,38.5
"IN","Sullivan",2012,"LIB","Gary Johnson",196,2.4
"IN","Sullivan",2012,"OTH","Other",NA,NA
"IN","Switzerland",2012,"REP","Mitt Romney",1872,55.1
"IN","Switzerland",2012,"DEM","Barack Obama",1437,42.3
"IN","Switzerland",2012,"LIB","Gary Johnson",88,2.6
"IN","Switzerland",2012,"OTH","Other",NA,NA
"IN","Tippecanoe",2012,"REP","Mitt Romney",28708,50.6
